pattern,n_pattern_occurence,n_pattern_positive_occurence,decision,alpha,value,coverage,precision,delta,g-statistic,p-value,cramers_phi
node:X:own:Polarity=Neg,3180,0,no,0.1,-0.016478985900088894,41.80909808046279,100.0,-1287.5753070964713,3300.9817239727195,0.0,1.0188447218722874
node:X:prev:VerbForm=Fin,4340,2393,yes,0.049,0.01291220252774783,46.2415458937198,55.13824884792626,635.743134340036,377.58945321193517,0.0,0.2949613163779821
node:X:parent:upos=VERB,7652,3558,yes,0.044000000000000004,0.002568462497844981,68.7536231884058,46.49764767381077,459.72130506220174,113.1264267455387,0.0,0.12158907487647751
node:X:child:upos=NOUN,1009,37,no,0.035,-0.017155434918814105,12.7793846962924,96.33300297324084,-371.54197637117596,758.6289239320282,0.0,0.8670998584084537
node:X:next:upos=ADJ,1801,363,no,0.033,-0.008261435807170314,18.906126742045753,79.84453081621321,-366.2211094593538,338.9138412100064,0.0,0.43379825078256545
node:X:prev:Person=3,4550,2320,yes,0.015,0.0027111763346812923,44.830917874396135,50.989010989010985,477.7145763242313,204.0988203916016,0.0,0.2117944371378762
node:X:prev:Mood=Ind,4158,2318,yes,0.015,0.011535464151149089,44.792270531400966,55.74795574795574,634.4345512870668,392.36414659792297,0.0,0.3071867048237474
node:X:child:rel_shallow=obl:arg,687,10,no,0.013999999999999999,-0.04050157703517132,8.900867735997895,98.54439592430859,-268.1648540802754,616.3898670028678,0.0,0.9472167664395842
node:X:next:upos=DET,1435,891,yes,0.012999999999999998,0.021323249130567934,17.217391304347824,62.09059233449478,309.97152022533453,271.252497845099,0.0,0.43477135474006107
node:X:parent:upos=ADV,709,157,no,0.01200000000000001,-0.005344440423271202,7.257428346042598,77.85613540197461,-130.07260777716925,107.16548164457691,0.0,0.38878038231939266
node:X:parent:Number=Sing,8197,3450,yes,0.01100000000000001,0.003962124131021011,66.66666666666666,42.08856898865439,131.05195211642285,8.660673766400805,0.0032515104662357297,0.03250486542423312
node:X:parent:Person=3,3817,1817,yes,0.009000000000000008,0.012691177719758917,35.11111111111111,47.60282944720985,271.504733588921,78.95393306622684,0.0,0.1438221592225041
node:X:prev:Tense=Pres,3730,2058,yes,0.008000000000000007,0.004315651215778149,39.768115942028984,55.174262734584445,547.7308504811831,326.1088391071961,0.0,0.295683349535069
node:X:prev:upos=DET,431,7,no,0.008000000000000007,-0.003783248207138934,5.574546410728373,98.37587006960557,-167.51099288005634,381.22011993971387,0.0,0.940479366267653
node:X:prev:upos=CCONJ,646,326,yes,0.007000000000000006,0.03600760354475241,6.29951690821256,50.464396284829725,64.43595962757217,26.17030341062228,3.1259298649555234e-07,0.20127420497718673
node:X:parent:upos=NOUN,1645,716,yes,0.006000000000000005,0.028363906405523664,13.83574879227053,43.525835866261396,49.94296220952981,6.247053812475879,0.012440004975023511,0.06162467932418833
node:X:prev:Gender=Masc,2067,465,no,0.006000000000000005,-0.0015784824207237258,21.062319221667106,77.50362844702468,-371.92394961270634,299.8655384049774,0.0,0.3808842729977422
node:X:child:upos=ADV,688,228,no,0.006000000000000005,-0.10769969099862353,6.047856955035498,66.86046511627907,-50.56975197558876,15.795918506616154,7.055454394366834e-05,0.15152288235080394
node:X:next:PronType=Art,1261,787,yes,0.0050000000000000044,0.02129324420255896,15.207729468599036,62.41078509119746,276.4237540098584,245.51099875952457,0.0,0.44124310622856244
node:X:prev:upos=AUX,2089,1129,yes,0.0050000000000000044,0.02233787295537562,21.816425120772948,54.04499760651029,283.16829669039976,155.74466815676672,0.0,0.27304697775591724
node:X:child:rel_shallow=obj,406,11,no,0.0050000000000000044,-0.0625093920284363,5.193268472258743,97.29064039408867,-153.38854549722245,328.8329365431751,0.0,0.8999629665932636
node:X:child:upos=VERB,301,251,yes,0.0050000000000000044,0.10371662200518461,4.85024154589372,83.38870431893687,129.12573351067994,235.06994267956645,0.0,0.8837212596266809
node:X:next:upos=NUM,220,59,no,0.0040000000000000036,-0.060211041860112946,2.1167499342624243,73.18181818181819,-30.07753696893826,17.976880615823983,2.2360427586298748e-05,0.28585502218483205
node:X:child:rel_shallow=punct,747,428,yes,0.0040000000000000036,0.03268861429365394,8.270531400966183,57.295850066934406,125.54127220092323,85.46323239329058,0.0,0.3382434196969107
node:X:child:rel_shallow=advmod,699,225,no,0.0040000000000000036,-0.02670979247349692,6.231922166710492,67.81115879828327,-58.023628824035654,20.545268509266723,5.8237560229823515e-06,0.17144203886009834
node:X:child:upos=PUNCT,747,428,yes,0.0040000000000000036,0.0035901266951769983,8.270531400966183,57.295850066934406,125.54127220092323,85.46323239329058,0.0,0.3382434196969107
node:X:parent:upos=NUM,167,28,no,0.0030000000000000027,-0.24260490088214204,1.827504601630292,83.23353293413174,-39.61794851733042,43.89620730973922,3.462596875891677e-11,0.5126904921849844
node:X:parent:Gender=Masc,4310,1731,no,0.0030000000000000027,0.006815996228235553,33.90744149355772,59.83758700696056,-14.109928800563239,0.1918726278302474,0.6613625944312858,0.0066721818843242875
node:X:prev:Gender=Fem,1126,242,no,0.0030000000000000027,-0.026635681430869418,11.622403365763871,78.50799289520425,-213.91503012283857,183.27842182843665,0.0,0.4034469838332582
node:X:parent:VerbForm=Fin,4045,1862,yes,0.0030000000000000027,0.00820655378260568,35.98067632850241,46.03213844252163,224.18801345747602,50.9352737636716,9.546807788751721e-13,0.11221477923289414
node:X:prev:upos=NOUN,1492,343,no,0.0030000000000000027,-0.029807176345346825,15.106494872469103,77.01072386058982,-261.10765980752683,204.12592410888794,0.0,0.369883254631641
node:X:parent:Mood=Ind,3789,1785,yes,0.0020000000000000018,0.013109811949177805,34.492753623188406,47.110055423594616,250.84187465769492,67.94665677731554,2.220446049250313e-16,0.13391269296391436
node:X:next:upos=ADV,1021,322,no,0.0020000000000000018,-0.03418564687303258,9.19011306863003,68.46229187071499,-91.40075111493621,34.99536878964982,3.304904461209901e-09,0.18513665649066482
node:X:next:upos=SCONJ,231,165,yes,0.0020000000000000018,0.024342236353862567,3.1884057971014492,71.42857142857143,71.46858618261481,90.47010833394211,0.0,0.6258158599964737
node:X:prev:PronType=Art,415,6,no,0.0020000000000000018,-0.00012517203507000918,5.3773336839337365,98.55421686746988,-162.03262655504264,372.6586117506373,0.0,0.9476141400566322
node:X:next:Voice=Pass,931,574,yes,0.0020000000000000018,-0.10125440401124533,11.091787439613526,61.65413533834586,197.04005946326578,168.91919778696138,0.0,0.4259559260052521
node:X:next:Definite=Ind,553,322,yes,0.0020000000000000018,0.021817694753063943,6.222222222222222,58.22784810126582,98.09146389171426,70.46403092607164,0.0,0.35696133415216774
node:X:prev:upos=ADV,1042,351,no,0.0020000000000000018,-0.046664785492637195,9.08493294767289,66.3147792706334,-70.90360691651671,20.460638521042334,6.0870264865231505e-06,0.14012826082830743
node:X:prev:upos=VERB,3257,1687,yes,0.0020000000000000018,-0.18704701427927467,32.59903381642512,51.79613140927234,368.24755496440025,169.2751627660622,0.0,0.22797527105878554
node:X:parent:Polarity=Neg,60,44,yes,0.0020000000000000018,0.15892401639273235,0.8502415458937198,73.33333333333333,19.706126281198653,26.58148365825692,2.5265363379212147e-07,0.6656010273712138
node:X:own:rel_shallow=advmod,12112,5072,yes,0.0020000000000000018,0.09563757924275776,98.0096618357488,41.87582562747688,167.87669196463503,9.622922525447315,0.0019216369614487583,0.028186786345591394
node:X:parent:position=before,4462,2296,yes,0.0020000000000000018,0.025826452804446925,44.367149758454104,51.45674585387718,489.3455911118067,218.26783422625138,0.0,0.22117197017560947
node:X:next:SpaceAfter=No,1808,659,no,0.001,-0.037778671462562786,15.106494872469103,63.55088495575221,-73.0553947265472,12.397725270211515,0.000429857172319581,0.08280790380536819
node:X:parent:upos=ADJ,2138,465,no,0.001,-0.12187759514031485,21.995792795161716,78.25070159027128,-400.67170017995466,338.0685133701912,0.0,0.39764773355919775
node:X:parent:upos=PROPN,169,104,yes,0.001,0.08185441551645467,2.0096618357487923,61.53846153846154,35.57225569204287,30.327816969109776,3.6485577781242284e-08,0.4236207481684013
node:X:next:upos=NOUN,210,136,yes,0.001,0.044461349163481656,2.6280193236714973,64.76190476190476,50.971441984195295,50.194634079821185,1.3923306951824088e-12,0.48889883109572635
node:X:next:upos=CCONJ,108,41,no,0.001,-0.14261674457410622,0.88088351301604,62.03703703703704,-2.7289726938424224,0.28823044538935916,0.5913567402659984,0.05166043379871915
node:X:parent:Subject=Generic,229,127,yes,0.001,0.19926590748001316,2.4541062801932365,55.45851528384279,34.27838197324154,20.80041202143637,5.097199671233454e-06,0.30138263643314
node:X:own:PronType=Int,97,85,yes,0.001,0.2563000349712866,1.6425120772946862,87.62886597938144,45.72490415460449,93.55153835573834,0.0,0.9820635666942493
node:X:prev:VerbForm=Inf,277,108,no,0.001,-0.3676475311659049,2.2219300552195635,61.01083032490975,-4.156717001799549,0.25994061015017067,0.6101609593470079,0.030633539708214717
node:X:parent:Idiom=Yes,67,16,no,0.001,-0.04603037704898494,0.6705232711017617,76.11940298507463,-11.128158985994837,8.21236691074335,0.004160584439425352,0.35010375670486027
node:X:parent:Tense=Past,2964,1452,yes,0.001,0.04374519657743001,28.057971014492754,48.987854251012145,251.88263829121342,87.32706525214084,0.0,0.17164665048342706
node:X:next:VerbForm=Inf,317,167,yes,0.001,0.0398191094860505,3.227053140096618,52.6813880126183,38.64736718566621,19.139680266310116,1.2149259773774901e-05,0.24571841663227373
node:X:parent:position=after,8319,2879,no,0.001,-0.1138425970729232,71.5224822508546,65.39247505709821,-489.3455911118067,121.65777146015512,0.0,0.12093008725352025
node:X:child:VerbForm=Inf,194,179,yes,0.001,0.43386647096687114,3.4589371980676327,92.26804123711341,100.44980830920898,233.64241404812637,0.0,1.0974253234066815
node:X:child:rel_shallow=obl:mod,57,33,yes,0.001,0.2717747960694368,0.6376811594202898,57.89473684210527,9.920819967138723,6.993251359116354,0.008181759799227084,0.35026935397687115
node:X:child:Number=Sing,789,109,no,0.001,-0.021695583895498638,8.940310281356824,86.1850443599493,-210.4644394022377,269.2593324693392,0.0,0.5841802641963143
