cluster_id,deprel,count,percentage_in_cluster,percentage_of_deprel
43,33,309,16.349206349206348,1.8118916383253196
43,5,111,5.873015873015873,1.0006310285765798
43,15,105,5.555555555555555,1.4156667116084671
44,5,3046,82.2354211663067,27.45875777517353
44,15,188,5.075593952483802,2.534717540784684
44,48,95,2.564794816414687,9.73360655737705
44,46,89,2.4028077753779695,1.1065522814870075
44,0,70,1.8898488120950323,1.6794625719769676
45,33,2190,35.465587044534416,12.841562096868769
45,38,1051,17.020242914979757,10.653826659908768
45,37,614,9.94331983805668,9.548989113530325
45,27,578,9.360323886639677,10.971905846621109
45,34,395,6.396761133603239,4.6679272039706925
46,44,3845,92.65060240963855,16.229791904098605
46,15,132,3.180722891566265,1.7796952945935016
46,46,51,1.2289156626506026,0.6340917568071615
46,38,49,1.180722891566265,0.496705524581855
46,1,25,0.6024096385542169,0.8906305664410403
47,5,394,64.80263157894737,3.551789416749301
47,27,85,13.980263157894738,1.6135155656795748
47,20,69,11.348684210526317,0.6838453914767095
47,15,23,3.7828947368421053,0.31009842254280706
47,48,7,1.151315789473684,0.7172131147540983
48,33,2065,47.2972972972973,12.108596223759822
48,38,877,20.0870361887311,8.89001520527116
48,15,339,7.764544205222171,4.570581097478765
48,37,220,5.038937242327073,3.421461897356143
48,43,164,3.7562986715529085,12.266267763649964
