cluster_id,deprel,count,percentage_in_cluster,percentage_of_deprel
30,conj,34,6.538461538461539,0.4584063637589322
31,amod,3162,79.24812030075188,28.504462273505816
31,conj,376,9.423558897243108,5.069435081569368
31,xcomp,126,3.1578947368421053,12.90983606557377
31,root,89,2.2305764411027567,1.1065522814870075
31,fixed,50,1.2531328320802004,0.9491268033409264
32,punct,541,33.37446020974707,2.2835675995103624
32,case,510,31.46206045650833,2.2167166514539054
32,advmod,132,8.143121529919803,1.5753669889008237
32,fixed,63,3.8864898210980874,1.1958997722095672
32,cc,56,3.454657618753856,1.0048447873676656
33,obj,280,35.48795944233207,4.354587869362364
33,iobj,192,24.334600760456272,14.055636896046853
33,expl,184,23.32065906210393,39.31623931623932
33,expl:poss,83,10.519645120405578,15.689981096408317
33,expl:pv,36,4.562737642585551,1.8957345971563981
34,punct,8754,72.79833679833679,36.95074078764088
34,advmod,746,6.203742203742204,8.903210406969805
34,nmod,528,4.390852390852391,3.0960478480121965
34,nsubj,490,4.074844074844075,5.790593240368707
34,advcl,287,2.3866943866943866,10.224438902743142
35,nmod,1556,40.03087213789555,9.123959188460185
35,obl,706,18.16310779521482,7.156614292954891
35,obj,471,12.117314124003087,7.325038880248834
35,conj,333,8.567018266014921,4.4896858568154245
35,nsubj,224,5.762799073835863,2.647128338454266
36,root,1438,33.05747126436781,17.878900907621535
36,acl,642,14.758620689655173,15.403071017274472
36,ccomp,613,14.091954022988507,31.728778467908903
36,conj,472,10.850574712643677,6.363758932182824
36,advcl,419,9.632183908045977,14.926968293551834
37,det,4195,96.6589861751152,41.57581764122894
37,advmod,67,1.543778801843318,0.7996180928511756
37,nummod,21,0.4838709677419355,0.5890603085553997
37,fixed,18,0.4147465437788019,0.3416856492027335
37,nsubj,17,0.391705069124424,0.20089813282911842
38,nmod,2349,25.176848874598072,13.77389468746335
38,nsubj,1889,20.2465166130761,22.32332781848263
38,obl,1458,15.62700964630225,14.7795235681703
38,obj,1263,13.536977491961416,19.64230171073095
38,conj,603,6.463022508038585,8.129971686665769
39,nummod,778,52.4966261808367,21.82328190743338
39,parataxis,572,38.59649122807017,42.78234854151084
39,conj,101,6.815114709851552,1.3617365511662398
39,appos,8,0.5398110661268556,0.8412197686645636
39,nmod,5,0.33738191632928477,0.029318634924357923
40,aux,3322,90.0759219088937,84.87480838017373
40,det,289,7.8362255965292835,2.8642220019821605
40,root,29,0.7863340563991325,0.360561979360935
40,conj,15,0.4067245119305857,0.20223810165835243
40,acl,9,0.2440347071583514,0.21593090211132437
41,case,7697,84.86218302094818,33.45503542400139
41,fixed,545,6.008820286659317,10.345482156416097
41,mark,349,3.847850055126792,6.368613138686132
41,advmod,238,2.624035281146637,2.8404344193817876
41,punct,170,1.8743109151047408,0.7175720737832932
42,nmod,2116,33.780332056194126,12.407646299988272
42,obl,1116,17.81609195402299,11.31272174353776
42,obj,727,11.606002554278415,11.30637636080871
42,conj,564,9.003831417624522,7.604152622354052
42,nsubj,557,8.892081736909322,6.582368234459938
43,root,1054,39.138507240995175,13.104562974014671
43,conj,452,16.784255477163015,6.094108129971686
43,acl,328,12.179725213516525,7.869481765834934
43,cop,315,11.6969922020052,17.231947483588623
43,advcl,224,8.317861121425919,7.98004987531172
44,advmod,762,62.15334420880914,9.094163981382026
44,det,138,11.256117455138662,1.367690782953419
44,fixed,134,10.929853181076671,2.543659832953683
44,cc,68,5.5464926590538335,1.2201686703750225
44,advmod:tmod,55,4.486133768352365,49.107142857142854
45,punct,6692,86.62783171521036,28.2470136338694
45,nmod,402,5.2038834951456305,2.357218247918377
45,conj,168,2.174757281553398,2.2650667385735472
45,flat,154,1.993527508090615,12.449474535165724
45,obl,88,1.13915857605178,0.89204257475925
46,nsubj,391,26.17135207496653,4.6206570550697235
46,obl,191,12.784471218206159,1.9361378611251903
46,nmod,158,10.575635876840696,0.9264688636097104
46,fixed,132,8.835341365461847,2.5056947608200453
46,det,129,8.634538152610443,1.2784935579781962
47,amod,2220,83.67885412740293,20.0126205715316
47,conj,105,3.95778364116095,1.4156667116084671
47,root,65,2.4500565397663023,0.8081561606365784
47,xcomp,55,2.0731247644176403,5.635245901639344
47,acl,53,1.997738409347908,1.2715930902111325
48,nmod,1319,32.82727725236436,7.734255893045621
48,obl,715,17.794922847187657,7.247845919918905
48,obj,567,14.111498257839722,8.818040435458787
48,conj,410,10.204081632653061,5.5278414453283
48,nsubj,345,8.586361373817821,4.07705034270858
